vert,x,y,z,X_up,X_down,y_up,y_down,z_up,z_down
31195,45,23,12,8,10,7,9,4,3
31196,46,23,12,3,1,10,5,6,2
31197,47,23,12,9,7,0,3,0,2
31198,48,23,12,3,10,2,8,3,1
31199,49,23,12,7,6,5,6,4,1
31200,0,24,12,6,9,7,0,4,5
31201,1,24,12,9,0,10,0,10,3
31202,2,24,12,8,6,8,4,6,3
31203,3,24,12,2,0,0,10,7,4
31204,4,24,12,8,3,2,2,7,6
31205,5,24,12,3,0,6,2,3,2
31206,6,24,12,7,4,6,0,2,4
31207,7,24,12,5,10,10,2,9,8
31208,8,24,12,2,6,8,7,5,1
31209,9,24,12,8,5,7,5,4,8
31210,10,24,12,6,8,7,3,0,7
31211,11,24,12,5,7,1,0,3,10
31212,12,24,12,10,9,2,9,5,5
31213,13,24,12,10,4,2,0,5,0
31214,14,24,12,7,7,3,2,5,0
31215,15,24,12,3,3,6,2,7,2
31216,16,24,12,4,5,2,2,10,1
31217,17,24,12,5,2,0,3,7,8
31218,18,24,12,4,7,2,3,7,1
31219,19,24,12,2,3,2,7,1,10
31220,20,24,12,5,6,8,3,1,0
31221,21,24,12,9,3,5,4,3,0
31222,22,24,12,2,1,3,9,5,4
31223,23,24,12,8,8,4,4,2,1
31224,24,24,12,10,10,8,5,6,3
31225,25,24,12,1,9,0,5,7,1
31226,26,24,12,4,10,8,0,4,3
31227,27,24,12,6,1,2,3,4,1
31228,28,24,12,2,8,7,0,3,9
31229,29,24,12,10,2,9,4,2,6
31230,30,24,12,6,8,9,10,0,9
31231,31,24,12,2,7,9,6,4,2
31232,32,24,12,2,3,9,8,6,9
31233,33,24,12,1,8,1,2,3,7
31234,34,24,12,1,0,6,4,5,8
31235,35,24,12,9,5,4,9,9,3
31236,36,24,12,6,3,1,0,0,1
31237,37,24,12,6,10,5,1,7,6
31238,38,24,12,10,4,1,5,3,7
31239,39,24,12,6,7,9,0,7,6
31240,40,24,12,6,2,0,4,10,7
31241,41,24,12,7,9,7,6,4,9
31242,42,24,12,1,1,8,10,7,9
31243,43,24,12,8,1,3,5,8,6
31244,44,24,12,7,4,1,4,6,8
31245,45,24,12,3,2,0,1,6,4
31246,46,24,12,3,3,1,7,2,3
31247,47,24,12,10,6,10,6,3,7
31248,48,24,12,8,3,7,2,9,1
31249,49,24,12,7,1,0,4,7,5
31250,0,25,12,4,6,3,2,6,2
31251,1,25,12,6,7,8,1,4,7
31252,2,25,12,1,8,4,2,2,3
31253,3,25,12,4,0,7,0,10,9
31254,4,25,12,7,7,7,2,1,4
31255,5,25,12,4,5,5,0,2,8
31256,6,25,12,9,5,6,8,4,4
31257,7,25,12,1,3,3,5,0,5
31258,8,25,12,4,1,8,6,2,1
31259,9,25,12,2,2,0,4,0,3
31260,10,25,12,3,5,9,5,1,6
31261,11,25,12,10,8,0,3,4,3
31262,12,25,12,7,10,6,3,7,9
31263,13,25,12,2,10,3,3,2,0
31264,14,25,12,7,6,2,8,4,1
31265,15,25,12,6,5,1,8,4,7
31266,16,25,12,7,5,10,0,5,1
31267,17,25,12,2,3,2,9,0,5
31268,18,25,12,4,6,8,4,4,7
31269,19,25,12,6,6,2,7,9,7
31270,20,25,12,8,3,4,7,1,3
31271,21,25,12,2,2,10,5,8,2
31272,22,25,12,2,2,10,2,5,3
31273,23,25,12,10,8,3,7,4,2
31274,24,25,12,3,2,1,10,3,4
31275,25,25,12,3,5,10,8,7,2
31276,26,25,12,7,1,8,10,1,7
31277,27,25,12,3,4,5,7,3,6
31278,28,25,12,0,4,9,9,9,5
31279,29,25,12,3,3,7,3,0,5
31280,30,25,12,4,2,2,1,10,7
31281,31,25,12,10,10,0,5,0,4
31282,32,25,12,1,3,7,5,6,10
31283,33,25,12,7,10,2,7,3,0
31284,34,25,12,1,6,3,6,10,3
31285,35,25,12,10,7,4,7,2,5
31286,36,25,12,8,0,1,1,10,5
31287,37,25,12,8,0,8,4,10,10
31288,38,25,12,2,10,4,10,6,6
31289,39,25,12,4,7,4,10,8,4
31290,40,25,12,10,2,1,8,10,10
31291,41,25,12,6,0,7,0,1,1
31292,42,25,12,0,6,6,8,9,3
31293,43,25,12,0,5,3,5,9,6
31294,44,25,12,4,2,1,4,10,0
31295,45,25,12,10,0,0,5,7,5
31296,46,25,12,6,9,7,1,10,9
31297,47,25,12,3,9,9,10,9,0
31298,48,25,12,4,2,6,7,10,10
31299,49,25,12,5,9,9,7,9,5
31300,0,26,12,1,4,8,8,3,9
31301,1,26,12,10,10,4,8,3,8
31302,2,26,12,5,3,9,4,0,0
31303,3,26,12,7,7,8,4,4,9
31304,4,26,12,5,9,10,5,9,8
31305,5,26,12,3,1,8,3,3,0
31306,6,26,12,1,10,4,7,1,4
31307,7,26,12,5,10,8,10,9,10
31308,8,26,12,5,6,9,10,2,2
31309,9,26,12,0,9,1,8,0,4
31310,10,26,12,0,9,0,1,5,2
31311,11,26,12,2,7,9,10,9,4
31312,12,26,12,9,5,2,6,2,2
31313,13,26,12,6,8,10,8,10,6
31314,14,26,12,1,9,6,0,4,2
31315,15,26,12,10,10,3,6,5,9
31316,16,26,12,3,1,0,1,9,8
31317,17,26,12,0,0,1,6,4,5
31318,18,26,12,0,8,7,1,9,1
31319,19,26,12,9,2,3,2,7,3
31320,20,26,12,7,1,0,9,7,8
31321,21,26,12,8,10,6,1,7,4
31322,22,26,12,1,6,6,9,7,3
31323,23,26,12,1,5,7,1,0,1
31324,24,26,12,4,2,3,3,4,1
31325,25,26,12,8,7,7,1,3,5
31326,26,26,12,8,0,1,9,6,1
31327,27,26,12,6,8,4,1,10,10
31328,28,26,12,6,6,2,1,10,2
31329,29,26,12,6,6,0,10,5,6
31330,30,26,12,0,6,8,1,6,1
31331,31,26,12,3,6,6,10,9,0
31332,32,26,12,10,3,8,3,9,7
31333,33,26,12,6,5,9,6,5,9
31334,34,26,12,4,5,1,5,7,5
31335,35,26,12,4,3,10,1,2,6
31336,36,26,12,5,4,10,2,8,10
31337,37,26,12,2,4,8,6,6,9
31338,38,26,12,4,0,5,3,6,5
31339,39,26,12,8,3,8,7,8,1
31340,40,26,12,5,7,8,5,5,3
31341,41,26,12,6,1,0,9,4,2
31342,42,26,12,5,7,2,5,10,6
31343,43,26,12,0,8,9,6,8,5
31344,44,26,12,9,2,3,0,9,6
31345,45,26,12,8,7,4,5,1,9
31346,46,26,12,4,4,7,9,6,8
31347,47,26,12,2,6,3,2,6,3
31348,48,26,12,8,9,1,5,10,8
31349,49,26,12,0,9,10,4,2,8
31350,0,27,12,2,1,5,8,6,10
31351,1,27,12,10,7,8,0,5,3
31352,2,27,12,0,4,5,10,8,1
31353,3,27,12,9,3,2,5,7,3
31354,4,27,12,1,5,10,5,6,6
31355,5,27,12,4,4,2,8,9,5
31356,6,27,12,4,10,1,3,10,7
31357,7,27,12,6,3,3,1,3,3
31358,8,27,12,9,1,8,10,7,10
31359,9,27,12,10,7,6,7,9,1
31360,10,27,12,4,5,10,3,7,5
31361,11,27,12,9,7,8,9,7,6
31362,12,27,12,0,5,10,0,7,3
31363,13,27,12,4,5,8,1,8,4
31364,14,27,12,4,10,2,6,0,1
31365,15,27,12,0,5,0,0,6,3
31366,16,27,12,2,6,7,8,5,3
31367,17,27,12,5,8,9,6,0,3
31368,18,27,12,9,3,1,4,9,6
31369,19,27,12,3,2,7,1,6,7
31370,20,27,12,9,9,9,10,5,9
31371,21,27,12,10,6,8,6,2,7
31372,22,27,12,0,1,10,10,7,0
31373,23,27,12,7,2,8,8,1,10
31374,24,27,12,2,6,3,7,4,9
31375,25,27,12,10,2,0,10,9,7
31376,26,27,12,4,7,6,7,9,9
31377,27,27,12,7,1,7,9,2,2
31378,28,27,12,5,8,9,5,1,2
31379,29,27,12,10,10,7,3,5,7
31380,30,27,12,2,5,0,2,0,7
31381,31,27,12,5,6,2,6,4,3
31382,32,27,12,8,9,8,7,8,3
31383,33,27,12,0,8,7,9,7,8
31384,34,27,12,9,7,2,8,5,8
31385,35,27,12,4,3,2,6,6,10
31386,36,27,12,9,1,1,0,6,8
31387,37,27,12,7,5,3,8,2,9
31388,38,27,12,7,2,2,7,3,9
31389,39,27,12,10,7,6,7,5,8
31390,40,27,12,1,0,3,0,10,5
31391,41,27,12,7,10,8,0,9,0
31392,42,27,12,8,3,10,0,2,0
31393,43,27,12,2,4,9,9,2,5
31394,44,27,12,5,6,3,4,3,10
31395,45,27,12,5,3,3,6,8,9
31396,46,27,12,6,5,7,2,3,0
31397,47,27,12,0,4,1,9,2,5
31398,48,27,12,10,3,9,3,9,8
31399,49,27,12,10,0,8,4,9,9
31400,0,28,12,0,5,1,5,10,6
31401,1,28,12,8,1,4,0,8,0
31402,2,28,12,6,6,7,5,0,5
31403,3,28,12,7,4,5,4,2,2
31404,4,28,12,10,8,10,2,9,8
31405,5,28,12,3,9,0,8,4,4
31406,6,28,12,7,10,5,3,3,4
31407,7,28,12,1,8,7,9,2,10
31408,8,28,12,2,10,5,10,2,9
31409,9,28,12,3,3,0,4,3,0
31410,10,28,12,6,7,5,0,10,7
31411,11,28,12,3,3,4,0,1,6
31412,12,28,12,1,6,6,4,1,0
31413,13,28,12,10,7,6,6,9,10
31414,14,28,12,2,0,9,0,0,4
31415,15,28,12,10,9,4,10,3,0
31416,16,28,12,0,3,9,7,8,7
31417,17,28,12,6,3,0,3,1,8
31418,18,28,12,4,8,1,0,5,8
31419,19,28,12,3,6,7,2,8,9
31420,20,28,12,7,5,3,2,6,10
31421,21,28,12,1,9,9,2,2,1
31422,22,28,12,5,9,1,5,4,1
31423,23,28,12,2,7,3,1,0,8
31424,24,28,12,4,7,8,8,4,3
31425,25,28,12,8,0,4,4,7,7
31426,26,28,12,1,0,7,4,2,3
31427,27,28,12,0,2,9,3,4,1
31428,28,28,12,10,4,7,9,5,0
31429,29,28,12,9,5,8,9,1,2
31430,30,28,12,8,6,7,8,5,1
31431,31,28,12,6,6,3,9,4,5
31432,32,28,12,7,0,7,9,3,4
31433,33,28,12,7,1,8,6,5,10
31434,34,28,12,2,6,2,10,6,9
31435,35,28,12,8,3,0,2,3,5
31436,36,28,12,3,10,4,4,3,1
31437,37,28,12,6,3,6,2,9,0
31438,38,28,12,5,7,5,9,9,7
31439,39,28,12,7,2,0,0,6,10
31440,40,28,12,9,2,6,1,4,8
31441,41,28,12,4,9,1,9,5,2
31442,42,28,12,1,10,0,5,7,4
31443,43,28,12,0,1,3,2,8,0
31444,44,28,12,9,6,1,8,10,3
31445,45,28,12,0,7,6,8,5,0
31446,46,28,12,7,5,1,6,6,0
31447,47,28,12,5,7,7,9,2,8
31448,48,28,12,10,1,10,7,10,1
31449,49,28,12,10,10,9,6,5,5
31450,0,29,12,3,3,4,10,8,1
31451,1,29,12,5,10,7,0,0,5
31452,2,29,12,3,6,5,6,1,6
31453,3,29,12,8,1,8,9,8,3
31454,4,29,12,7,2,3,7,4,6
31455,5,29,12,6,5,4,2,1,1
31456,6,29,12,3,9,0,1,7,3
31457,7,29,12,2,10,9,5,1,3
31458,8,29,12,3,2,7,3,8,1
31459,9,29,12,9,2,9,0,3,3
31460,10,29,12,9,0,7,4,9,7
31461,11,29,12,8,10,7,8,4,7
31462,12,29,12,8,9,0,9,6,1
31463,13,29,12,8,6,6,6,7,1
31464,14,29,12,5,8,9,10,3,3
31465,15,29,12,3,3,7,4,4,8
31466,16,29,12,0,7,5,5,10,7
31467,17,29,12,3,1,8,4,10,1
31468,18,29,12,4,6,8,9,1,3
31469,19,29,12,4,1,2,5,6,4
31470,20,29,12,5,1,10,2,10,9
31471,21,29,12,5,2,4,7,9,0
31472,22,29,12,5,0,5,6,5,7
31473,23,29,12,8,0,9,4,8,7
31474,24,29,12,4,5,6,2,1,2
31475,25,29,12,4,4,1,7,0,8
31476,26,29,12,6,7,8,3,2,1
31477,27,29,12,10,5,5,10,10,2
31478,28,29,12,7,7,4,10,1,10
31479,29,29,12,5,7,2,5,9,1
31480,30,29,12,1,7,2,3,1,0
31481,31,29,12,8,8,2,0,4,1
31482,32,29,12,10,3,1,4,1,4
31483,33,29,12,8,0,2,2,5,4
31484,34,29,12,10,4,4,5,3,0
31485,35,29,12,4,7,0,3,10,9
31486,36,29,12,6,9,6,2,2,2
31487,37,29,12,5,8,5,4,9,1
31488,38,29,12,5,2,2,1,7,1
31489,39,29,12,0,6,2,9,0,5
31490,40,29,12,6,10,3,8,3,3
31491,41,29,12,3,0,3,9,7,10
31492,42,29,12,0,9,9,1,0,2
31493,43,29,12,2,10,10,7,5,3
31494,44,29,12,5,9,8,9,2,6
31495,45,29,12,8,10,5,3,2,10
31496,46,29,12,6,3,2,5,4,4
31497,47,29,12,5,1,0,2,0,2
31498,48,29,12,8,10,3,2,10,10
31499,49,29,12,3,6,2,10,3,9
31500,0,30,12,10,5,4,1,6,7
31501,1,30,12,1,2,0,9,9,9
31502,2,30,12,8,3,7,0,5,1
31503,3,30,12,3,5,8,1,7,2
31504,4,30,12,1,6,0,6,0,5
31505,5,30,12,8,0,0,7,4,1
31506,6,30,12,8,6,3,0,5,9
31507,7,30,12,5,4,9,0,4,6
31508,8,30,12,4,9,7,5,0,7
31509,9,30,12,1,1,5,10,0,0
31510,10,30,12,6,4,7,2,0,7
31511,11,30,12,7,5,10,7,3,6
31512,12,30,12,0,3,9,10,3,6
31513,13,30,12,4,0,4,3,0,7
31514,14,30,12,2,8,5,5,0,1
31515,15,30,12,9,2,7,5,10,3
31516,16,30,12,2,1,10,5,0,5
31517,17,30,12,4,4,9,0,2,8
31518,18,30,12,10,4,8,3,1,4
31519,19,30,12,0,10,7,2,0,7
31520,20,30,12,4,2,2,2,7,6
31521,21,30,12,4,4,6,8,8,9
31522,22,30,12,10,0,7,3,4,6
31523,23,30,12,7,0,9,9,9,5
31524,24,30,12,9,5,10,6,6,10
31525,25,30,12,10,5,7,2,5,2
31526,26,30,12,5,9,3,7,3,6
31527,27,30,12,3,10,0,1,8,6
31528,28,30,12,5,4,1,7,10,8
31529,29,30,12,3,3,3,8,4,7
31530,30,30,12,7,8,5,1,7,5
31531,31,30,12,6,4,6,2,4,5
31532,32,30,12,5,5,10,7,5,5
31533,33,30,12,6,10,1,3,7,0
31534,34,30,12,8,9,3,0,0,3
31535,35,30,12,4,9,2,0,7,8
31536,36,30,12,6,3,3,0,1,3
31537,37,30,12,6,2,6,9,10,2
31538,38,30,12,0,10,5,5,9,2
31539,39,30,12,5,6,10,7,7,9
31540,40,30,12,9,2,4,9,7,1
31541,41,30,12,3,5,5,9,2,1
31542,42,30,12,0,6,3,4,2,8
31543,43,30,12,3,6,9,0,6,3
31544,44,30,12,4,9,7,7,8,3
31545,45,30,12,6,9,1,2,9,6
31546,46,30,12,5,2,4,3,5,10
31547,47,30,12,1,8,2,2,3,5
31548,48,30,12,3,10,2,7,5,6
31549,49,30,12,8,1,1,6,7,4
31550,0,31,12,3,8,2,3,4,9
31551,1,31,12,3,5,10,0,6,10
31552,2,31,12,4,6,6,4,2,2
31553,3,31,12,4,9,1,0,6,2
31554,4,31,12,4,1,0,2,5,5
31555,5,31,12,9,6,8,0,8,0
31556,6,31,12,10,5,3,6,10,8
31557,7,31,12,2,3,0,3,2,4
31558,8,31,12,1,3,7,10,1,4
31559,9,31,12,10,7,0,5,8,5
31560,10,31,12,7,7,8,3,8,10
31561,11,31,12,0,1,3,6,0,8
31562,12,31,12,1,6,2,0,1,10
31563,13,31,12,2,10,2,6,3,8
31564,14,31,12,10,2,9,3,10,2
31565,15,31,12,7,7,5,3,3,5
31566,16,31,12,10,8,6,10,8,9
31567,17,31,12,4,0,4,5,9,10
31568,18,31,12,7,7,7,1,10,2
31569,19,31,12,2,9,5,1,8,1
31570,20,31,12,7,10,9,9,1,3
31571,21,31,12,7,10,0,6,3,10
31572,22,31,12,7,4,8,1,4,0
31573,23,31,12,9,1,6,3,0,1
31574,24,31,12,0,5,2,7,1,4
31575,25,31,12,9,1,1,4,3,6
31576,26,31,12,5,8,9,6,8,5
31577,27,31,12,2,5,9,3,5,9
31578,28,31,12,6,6,10,2,3,9
31579,29,31,12,1,3,0,1,9,10
31580,30,31,12,3,8,7,7,3,1
31581,31,31,12,10,0,1,0,9,8
31582,32,31,12,0,0,0,5,8,6
31583,33,31,12,3,4,8,7,10,8
31584,34,31,12,8,5,3,3,10,8
31585,35,31,12,1,7,9,4,7,1
31586,36,31,12,2,5,9,1,8,9
31587,37,31,12,7,5,1,6,6,7
31588,38,31,12,1,5,2,5,6,1
31589,39,31,12,1,10,10,7,8,8
31590,40,31,12,7,9,4,6,8,5
31591,41,31,12,8,1,0,2,7,0
31592,42,31,12,10,6,6,1,1,0
31593,43,31,12,1,10,6,6,6,1
31594,44,31,12,7,9,0,4,9,9
31595,45,31,12,2,8,1,4,9,0
31596,46,31,12,10,4,9,10,1,5
31597,47,31,12,4,6,10,4,5,7
31598,48,31,12,3,3,6,5,7,1
31599,49,31,12,10,0,3,9,8,10
31600,0,32,12,0,8,5,4,0,6
31601,1,32,12,5,1,2,3,0,0
31602,2,32,12,2,1,2,7,5,6
31603,3,32,12,7,1,7,9,2,10
31604,4,32,12,5,2,2,2,1,1
31605,5,32,12,9,4,1,4,0,9
31606,6,32,12,5,4,7,2,3,0
31607,7,32,12,8,2,2,8,8,5
31608,8,32,12,8,9,6,1,3,8
31609,9,32,12,8,10,1,8,2,0
31610,10,32,12,2,2,5,9,3,0
31611,11,32,12,2,0,1,7,2,3
31612,12,32,12,9,4,4,0,7,3
31613,13,32,12,2,4,4,2,4,3
31614,14,32,12,8,10,3,8,1,8
31615,15,32,12,9,2,7,1,0,5
31616,16,32,12,1,8,0,0,0,9
31617,17,32,12,4,0,5,1,8,6
31618,18,32,12,2,3,3,1,8,0
31619,19,32,12,4,7,5,7,9,4
31620,20,32,12,4,0,2,3,0,5
31621,21,32,12,10,10,8,8,7,5
31622,22,32,12,3,8,3,8,1,5
31623,23,32,12,10,0,1,1,0,10
31624,24,32,12,8,3,8,5,0,5
31625,25,32,12,4,5,4,10,9,3
31626,26,32,12,8,3,8,8,4,6
31627,27,32,12,9,5,2,2,8,2
31628,28,32,12,8,8,8,2,2,10
31629,29,32,12,6,0,4,10,6,0
31630,30,32,12,3,10,1,2,0,10
31631,31,32,12,8,4,2,4,8,4
31632,32,32,12,8,0,9,0,3,3
31633,33,32,12,10,2,8,1,1,6
31634,34,32,12,0,4,0,1,9,9
31635,35,32,12,6,3,3,1,4,1
31636,36,32,12,7,7,8,3,7,10
31637,37,32,12,0,0,2,9,9,4
31638,38,32,12,6,9,5,2,0,5
31639,39,32,12,7,9,10,1,2,7
31640,40,32,12,0,4,4,6,1,6
31641,41,32,12,4,8,9,7,8,9
31642,42,32,12,8,6,9,5,3,6
31643,43,32,12,9,2,3,3,3,0
31644,44,32,12,9,9,4,1,10,4
31645,45,32,12,7,1,0,7,0,6
31646,46,32,12,1,3,9,0,5,10
31647,47,32,12,1,0,7,3,5,7
31648,48,32,12,6,2,3,0,7,3
31649,49,32,12,9,8,10,4,4,1
31650,0,33,12,4,8,4,6,1,2
31651,1,33,12,1,7,10,8,1,7
31652,2,33,12,4,1,4,10,3,10
31653,3,33,12,7,5,5,3,3,6
31654,4,33,12,1,2,0,0,4,9
31655,5,33,12,5,6,10,5,2,9
31656,6,33,12,1,0,7,10,1,9
31657,7,33,12,8,6,9,4,0,4
31658,8,33,12,9,6,0,1,8,10
31659,9,33,12,9,2,10,3,8,8
31660,10,33,12,4,9,4,2,9,8
31661,11,33,12,10,5,1,9,10,1
31662,12,33,12,1,8,3,4,2,0
31663,13,33,12,8,2,0,10,5,9
31664,14,33,12,10,5,8,9,0,2
31665,15,33,12,3,8,7,10,5,3
31666,16,33,12,1,3,3,0,0,1
31667,17,33,12,0,1,9,1,6,0
31668,18,33,12,6,0,2,1,6,7
31669,19,33,12,9,8,9,8,1,3
31670,20,33,12,9,2,10,1,2,8
31671,21,33,12,10,0,2,1,9,10
31672,22,33,12,7,1,1,0,5,1
31673,23,33,12,7,8,4,1,3,4
31674,24,33,12,2,7,8,1,2,7
31675,25,33,12,7,9,1,7,3,6
31676,26,33,12,9,9,3,10,5,1
31677,27,33,12,2,1,1,10,9,10
31678,28,33,12,6,5,0,4,9,8
31679,29,33,12,8,0,3,6,3,7
31680,30,33,12,4,1,0,9,1,7
31681,31,33,12,7,3,8,5,7,7
31682,32,33,12,5,1,1,5,1,6
31683,33,33,12,4,1,1,6,7,7
31684,34,33,12,6,5,0,3,4,10
31685,35,33,12,1,6,4,6,10,1
31686,36,33,12,8,2,9,9,9,9
31687,37,33,12,8,8,2,6,3,5
31688,38,33,12,1,0,2,8,7,9
31689,39,33,12,4,7,8,8,4,1
31690,40,33,12,7,0,1,1,9,9
31691,41,33,12,6,2,2,6,5,2
31692,42,33,12,6,8,1,7,9,10
31693,43,33,12,8,1,5,2,3,8
31694,44,33,12,0,3,1,4,3,3
31695,45,33,12,5,3,5,2,4,6
31696,46,33,12,3,1,2,0,3,10
31697,47,33,12,7,10,7,7,5,0
31698,48,33,12,5,1,0,3,8,1
31699,49,33,12,1,5,9,9,9,8
31700,0,34,12,7,5,9,2,4,3
31701,1,34,12,2,0,6,2,0,2
31702,2,34,12,3,0,5,1,7,10
31703,3,34,12,7,0,4,7,10,9
31704,4,34,12,7,1,5,0,5,7
31705,5,34,12,7,10,4,5,10,8
31706,6,34,12,8,5,1,10,0,2
31707,7,34,12,3,6,9,9,4,10
31708,8,34,12,3,1,4,4,4,4
31709,9,34,12,1,6,2,6,1,9
31710,10,34,12,5,5,4,8,2,3
31711,11,34,12,2,10,0,4,2,8
31712,12,34,12,10,8,3,0,6,9
31713,13,34,12,1,9,8,4,3,6
31714,14,34,12,9,5,5,9,1,3
31715,15,34,12,0,0,5,1,0,1
31716,16,34,12,2,9,3,2,10,6
31717,17,34,12,1,4,3,10,5,2
31718,18,34,12,10,0,9,5,6,9
31719,19,34,12,5,10,4,7,9,9
31720,20,34,12,5,10,0,6,0,4
31721,21,34,12,4,3,7,5,0,7
31722,22,34,12,9,9,9,2,6,9
31723,23,34,12,0,4,7,3,4,8
31724,24,34,12,0,1,1,7,3,2
31725,25,34,12,2,5,3,0,3,2
31726,26,34,12,0,7,3,7,5,10
31727,27,34,12,8,6,2,2,8,8
31728,28,34,12,8,6,9,8,3,7
31729,29,34,12,1,5,9,2,4,5
31730,30,34,12,3,4,10,0,2,7
31731,31,34,12,0,1,6,9,5,2
31732,32,34,12,4,5,8,7,5,6
31733,33,34,12,8,9,3,2,10,4
31734,34,34,12,7,4,4,7,5,7
31735,35,34,12,3,2,6,8,0,3
31736,36,34,12,9,0,8,0,6,5
31737,37,34,12,1,2,7,9,5,8
31738,38,34,12,1,9,7,10,9,8
31739,39,34,12,1,10,10,3,0,5
31740,40,34,12,2,1,6,8,0,4
31741,41,34,12,2,1,9,10,2,0
31742,42,34,12,9,10,0,2,8,0
31743,43,34,12,8,6,10,0,9,9
31744,44,34,12,9,3,2,7,10,0
31745,45,34,12,6,2,2,3,8,9
31746,46,34,12,1,0,8,5,9,8
31747,47,34,12,5,3,8,1,2,6
31748,48,34,12,9,4,1,3,7,1
31749,49,34,12,9,5,7,4,6,4
31750,0,35,12,5,8,8,9,3,9
31751,1,35,12,0,3,6,9,6,7
31752,2,35,12,9,6,1,1,0,7
31753,3,35,12,10,3,1,3,7,6
31754,4,35,12,10,4,10,4,3,7
31755,5,35,12,5,9,4,6,8,5
31756,6,35,12,1,3,6,0,10,7
31757,7,35,12,10,0,10,0,1,8
31758,8,35,12,1,1,4,2,8,6
31759,9,35,12,9,0,6,6,7,9
31760,10,35,12,7,10,8,2,10,0
31761,11,35,12,8,7,7,9,10,9
31762,12,35,12,1,5,8,5,0,4
31763,13,35,12,4,6,7,7,4,6
31764,14,35,12,2,0,1,10,10,2
31765,15,35,12,6,7,5,0,3,3
31766,16,35,12,6,1,0,10,10,9
31767,17,35,12,9,2,5,7,9,7
31768,18,35,12,7,4,9,0,1,4
31769,19,35,12,9,9,2,3,6,6
31770,20,35,12,1,3,10,7,4,6
31771,21,35,12,3,6,5,6,6,8
31772,22,35,12,10,5,2,8,6,1
31773,23,35,12,7,9,8,6,10,4
31774,24,35,12,0,6,4,1,8,5
31775,25,35,12,8,7,1,4,7,2
31776,26,35,12,7,2,6,4,9,5
31777,27,35,12,10,3,3,1,7,10
31778,28,35,12,1,10,9,6,9,2
31779,29,35,12,3,10,0,4,0,1
31780,30,35,12,4,6,6,4,9,7
31781,31,35,12,3,0,8,6,0,7
31782,32,35,12,9,4,6,3,6,5
31783,33,35,12,5,2,8,5,0,6
31784,34,35,12,0,2,5,6,4,10
31785,35,35,12,1,8,2,5,0,5
31786,36,35,12,2,1,6,3,1,6
31787,37,35,12,2,7,9,4,3,3
31788,38,35,12,4,10,8,10,6,4
31789,39,35,12,0,1,3,3,9,9
31790,40,35,12,8,4,5,0,7,4
31791,41,35,12,2,0,0,8,10,9
31792,42,35,12,2,3,2,1,3,10
31793,43,35,12,2,1,9,4,8,8
31794,44,35,12,10,6,1,2,4,7
31795,45,35,12,9,3,7,6,2,9
31796,46,35,12,5,6,6,4,9,3
31797,47,35,12,8,5,10,10,3,1
31798,48,35,12,4,8,2,5,5,7
31799,49,35,12,3,3,3,6,2,4
31800,0,36,12,7,1,6,7,3,3
31801,1,36,12,0,3,4,7,3,7
31802,2,36,12,6,5,2,0,5,3
31803,3,36,12,2,5,8,9,10,7
31804,4,36,12,10,3,2,6,10,7
31805,5,36,12,8,0,2,1,10,1
31806,6,36,12,10,4,1,5,5,3
31807,7,36,12,4,6,1,6,9,8
31808,8,36,12,0,7,9,0,6,7
31809,9,36,12,3,10,5,2,8,6
31810,10,36,12,2,2,7,5,9,2
31811,11,36,12,3,1,2,2,4,4
31812,12,36,12,5,7,5,4,1,10
31813,13,36,12,4,9,3,6,0,8
31814,14,36,12,7,1,10,4,4,1
31815,15,36,12,1,3,8,0,9,1
31816,16,36,12,0,0,0,1,2,7
31817,17,36,12,4,8,5,8,10,6
31818,18,36,12,3,7,5,1,0,10
31819,19,36,12,5,10,1,8,1,5
31820,20,36,12,2,6,4,5,9,5
31821,21,36,12,2,3,0,10,0,0
31822,22,36,12,4,6,6,10,7,4
31823,23,36,12,10,2,10,9,2,10
31824,24,36,12,7,6,9,6,4,10
31825,25,36,12,0,6,9,9,0,5
31826,26,36,12,4,4,8,9,0,7
31827,27,36,12,7,2,0,10,4,9
31828,28,36,12,8,4,5,7,0,6
31829,29,36,12,1,10,1,4,10,2
31830,30,36,12,6,8,4,10,1,7
31831,31,36,12,0,6,6,0,4,0
31832,32,36,12,9,1,0,7,1,7
31833,33,36,12,3,2,6,2,10,2
31834,34,36,12,4,1,6,8,8,10
31835,35,36,12,0,7,9,8,5,9
31836,36,36,12,0,4,0,8,2,8
31837,37,36,12,6,1,8,5,8,1
31838,38,36,12,6,2,2,1,2,7
31839,39,36,12,9,4,1,3,1,9
31840,40,36,12,9,10,9,5,10,6
31841,41,36,12,5,10,8,2,3,10
31842,42,36,12,3,4,10,3,4,0
31843,43,36,12,6,5,4,10,9,10
31844,44,36,12,10,8,5,1,10,8
31845,45,36,12,1,1,4,9,4,6
31846,46,36,12,9,3,9,1,4,8
31847,47,36,12,1,2,3,3,2,4
31848,48,36,12,10,5,2,5,5,5
31849,49,36,12,6,9,7,6,6,7
31850,0,37,12,2,4,5,0,4,5
31851,1,37,12,9,10,0,9,7,2
31852,2,37,12,5,3,2,6,4,5
31853,3,37,12,7,10,8,7,1,7
31854,4,37,12,7,4,4,5,4,9
31855,5,37,12,5,1,1,10,7,10
31856,6,37,12,0,1,4,8,9,9
31857,7,37,12,6,7,4,3,9,10
31858,8,37,12,6,6,9,5,0,10
31859,9,37,12,1,8,1,3,7,1
